asin,rating,review_title,review_text,review_date,year,sentiment,product_title,main_category,price
B00UIZLE48,5.0,Five Stars,Works perfectly.,2016-03-29 16:07:38.000000000,2016,Positive,"MORE Pure Filters Water Filter, Compatible with Maytag UKF8001, 1 pack",Appliances,$26.95
B07B9PP9RY,2.0,Easy to install but if you have a gas stove be careful,You will have to cut another hole in it so that your burner will start. Also it does turn a different color -white after a few short uses.,2021-12-13 18:03:03.891000032,2021,Negative,"Stove Burner Covers - Gas Stove Protectors Black 0.2mm Double Thickness, Reusable, Non-Stick, Fast Clean Liners for Kitchen/Cooking. Size 10.6"" x 10.6"" BPA Free(8 Packs)",Appliances,$9.99
B09TY4CS35,5.0,BUY THEM!,"I use these in my reptile tanks and they work great, and came with batteries already in them. I've double checked the temp multiple times with a temp gun and the temps are never wrong. However you will need double sided tape to attach them. I'd definitely recommend these and for the price they can't be beat!",2023-02-28 20:13:40.595000029,2023,Positive,"6 Pack Mini Small Digital Hygrometer Thermometer Indoor Temperature and Humidity Meter Gauge with Temp Humidity Sensor Monitor Fahrenheit (℉) for Jars,Home,Room",Industrial & Scientific,$14.99
B001PIAPP6,5.0,Five Stars,perfect fit easy repair,2016-11-30 03:13:00.000000000,2016,Positive,"Whirlpool Part Number 308180: Unit, Bake (240V) (Alt.)",Tools & Home Improvement,
B08W3MR4RR,5.0,Llego en buenas condiciones,Fácil de instalar,2022-09-06 09:58:20.700999975,2022,Positive,Washer Front Door Gasket Boot Seal Bellow Replacement For Whirlpool WFW9400SW01 WFW9600TW01 WFW9550WR00 WFW9400SW03 WFW9450WW00 GHW9150PW0 GHW9100LW2 WFW9400SW04,Appliances,$84.95
B00DRIHJVA,5.0,works great..,works great....i didn't realize how much i use and love having ice available....until it was not working.........note: My husband watched a YouTube video to help with the install....the new ice maker had to be charged....?? Once he had all that figured we were in business......Thank god for YouTube and wonderful handy husbands,2017-10-04 04:46:20.670000076,2017,Positive,ClimaTek Refrigerator/Freezer Ice Maker Fits Whirlpool W10190966,Industrial & Scientific,$64.95
B00W1W2DFA,5.0,Good price + Good flavor,The flavor of the water was excellent.,2020-11-23 19:29:35.596999884,2020,Positive,"ICEPURE UKF8001 Compatible with Whirlpool EDR4RXD1, 4396395, Maytag UKF8001, UKF8001AXX, EveryDrop Refrigerator Water Filter 4, RFC0900A, UKF8001AXX-200, UKF8001P, 469006, PUR, Puriclean II, Pack of 3",Tools & Home Improvement,$27.99
B07BVKRG3J,5.0,Perfect replacement,Perfect replacement for my defective parts,2021-03-02 18:19:42.111999989,2021,Positive,Ultra Durable 4389102 W10757851 Refrigerator Control Board Kit Replacement by BlueStars – Exact Fit for Whirlpool & Kenmore Refrigerators – Replaces 2198586 W10193666 W10193840 W10290817 AP5956767,Industrial & Scientific,$22.97
B089DL38LD,1.0,"Junk, do not buy",",Overload protector (white), kick off every 10 second. Start relay work fine",2020-09-30 01:55:20.463999987,2020,Negative,"4387913 Refrigerator/Freezer Overload Relay Kit for Whirlpool, Frigidaire, GE, KitchenAid, LG, Magic Chef. 4387913 7020935 4387766 4387836 4241370",Industrial & Scientific,$10.99
B07TC4PDTZ,5.0,Love It,"I love this machine.  It's easy to move around, big enough to get a small load done.  The spinner gets clothes almost completely dry.  I only go to the laundromat mat now for my comforters, but I can comfortably fit a pillowcase, flat and fitted twin size sheet set with room to spare.  I only ever fill the machine half way with clothes,  so our laundry comes out so clean.  I am so glad I bought this.",2020-06-05 23:10:02.588000059,2020,Positive,"KUPPET Compact Twin Tub Portable Mini Washing Machine 21lbs Capacity, Washer(14.4lbs)&Spiner(6.6lbs)/Built-in Drain Pump/Semi-Automatic, White&Blue",Appliances,
B0763BMN9T,5.0,Five Stars,Was glad to find this product...everything I was hoping for.,2017-12-14 14:11:07.835999966,2017,Positive,Pack of 50 Disposable Durable Burner Bibs for Electric and Gas Range Stoves - Aluminum Foil Round Burner Cover Liners - Great for Avoiding Cleanup from Oil & Food Dripping - (25 Large & 25 Small),Amazon Home,$15.99
B004H3XVWK,5.0,OEM part,Good quality factory part. Fits and operates with no issues.,2021-10-10 19:11:44.696000099,2021,Positive,GE WR17X11447 Genuine OEM Ice Bucket Assembly for GE Refrigerators,Appliances,$247.15
B015XA3W0G,5.0,"Doesn't look like much, but works great on my Lenovo Yoga tablet-2.","I thought this was going to be a use-once-throw-away type of adapter, but it's actually quite durable and handy.  It serves the purpose it was designed for, (which is admittedly simple) and nothing more.  It gets the job done.  I use it on my Lenovo Yoga tablet-2 and it has worked flawlessly.  It initially feels like it will break at the drop of a hat, but it has not let me down yet and I am not that careful with it at all.<br /><br />If it broke, I would immediately buy another one, the price is reasonable and it does what I need when I need it.",2016-03-31 06:47:05.000000000,2016,Positive,"SOWTECH Single Serve Coffee Maker, One Touch Operation Coffee Machine for Most single cup pods, Quick Brew Technology Travel One Cup Coffee Brewer (silver)",Pet Supplies,
B01ALBMIEI,5.0,I absolutely love this washer,"I absolutely love this washer. I purchased a portable dryer as well, and they both fit perfect in my apartment pantry. This washer gets my clothes clean beyond my expectations. As I stated, I try to keep both units in my pantry, I rinse my clothes during the spin cycle by attaching the hose to the inlet and attaching the other end to a 2 liter bottle filled with water and let the water drain down into a 5 gal bucket. The spin cycle usually takes 2-3 mins, so it is super quick. This was such a great investment and had I known there was such a thing as a portable washer, I would've made the purchase ages ago. Great for having in an apartment.",2018-03-26 16:08:46.296000004,2018,Positive,"Giantex Portable Mini Compact Twin Tub Washing Machine 20lbs Washer Spain Spinner Portable Washing Machine, Blue+ White",Appliances,$149.99
B000TCZRKW,5.0,great fit in my coiffee maker perfectly,is great would tell all my friends my daughter got one to easy to clean real sturdy mesh and plastic,2013-07-04 19:35:20.000000000,2013,Positive,Medelco #4 Cone Permanent Coffee Filter,Amazon Home,$7.49
B0869JP5KZ,5.0,Love it,Really nice,2021-01-14 17:23:34.339999914,2021,Positive,Clear Perforated Shrink Band for Lip Balm Tubes and Lip Gloss Squeeze Tubes (250 Pack),None,$9.99
B01J7TSRH2,5.0,Five Stars,AAA+++,2018-03-08 18:16:58.016000032,2018,Positive,285785CM Replacement Washing Machine Clutch Assembly With Hardware,Tools & Home Improvement,$14.19
B003BIGD4U,5.0,Five Stars,perfect match for the replacement element that went out in our rental stove.,2016-05-10 14:03:35.000000000,2016,Positive,GE WB44K5012 Genuine OEM Bake Element for GE Electric Ovens,Tools & Home Improvement,$28.97
B07VD4QMNY,5.0,Perfect!,This product was everything I'd hoped for as it works and fits well.,2020-06-06 00:34:38.891000032,2020,Positive,"Mr. Coffee Advanced Water Filter Replacement Cartridges, 2 Pack | 60-Day Supply White",Amazon Home,$19.99
B014LOFZTQ,5.0,Five Stars,Works great with the Carafe,2016-10-18 22:01:24.000000000,2016,Positive,DI ORO - MaxBrew 24K Gold Reusable K-Carafe Filter for Keurig 2.0 - K-Cup Reusable 4-5 Cup Carafe Filter for Keurig 2.0,Amazon Home,$15.97
B01KKUFW34,5.0,quality control?,"Bought these last year, and they worked well in my fridge.<br /><br />Unfortunately the last of the three was out of spec and didn't fit.  Well past any warranty period, so 1/3 of my order goes into the trash.<br /><br />I updated my review from 3 stars to 5 because of manufacturer customer service.<br /><br />Even though it was well past Amazon's return period and the stated warranty period, the manufacturer replaced the defective filter.",2022-01-09 21:23:37.591000080,2022,Positive,"Pureline GE MWF Water Filter for GE Refrigerators, Replacement for GE MWF, Smartwater WFC1201, Kenmore 46-9991, GE MWF, MWFP, MWFINT, GWF, GWFA Triple Action Filtration, NSF 372 and NSF 42 Certifite",Tools & Home Improvement,$36.96
B074C14WKQ,4.0,Delivery as scheduled!!!,Delivery and install went very well.  Stove oven works as expected.,2018-12-10 23:31:06.055999994,2018,Positive,"Kenmore 73432 4.2 cu. ft. Standard Clean Gas Range in White, includes delivery and hookup",Appliances,
B01MTTQ8CS,4.0,Great value,"This is a great looking and performing gas stovetop for the price.  I got rid of a white glass (impossible to keep clean) electric stovetop with a bad burner and replaced it with this very modern and functional gas one.  I've done a bunch of work in my kitchen but installing this stove is the one thing that's upgraded the look of the entire kitchen.  The reason I knocked off a star is because I switched over to propane and the orifice for the center burner is impossible to remove.  It's not a challenge, it's not difficult... it's impossible.  I used the correct sized wrench, the WD-40, and everything else I had in my tool arsenal.  I eventually gave up and came up with an alternate solution.  Regardless, I've had this stove for over 4 months I don't regret the purchase at all.",2022-02-28 04:03:10.467000008,2022,Positive,"FC Design Stainless Steel 5 Italy Sabaf Burners-36 Inch Gas Range Cooktops for Kitchen-Heavy Duty RV Stovetop with Metal Knobs-Easy to Clean Cook Top Stoves, 36inch-3605",Appliances,
B00X196VJ6,4.0,Mostly Pros!!!  Just a few Cons,I have been using induction for at least 20 years. I had it when I lived in Japan and when I moved back to the states I was able to replace my oven range with an induction oven range. Using a typical electric glass cooktop was torture after being spoiled by induction. We recently moved and the house we bought had a 36 inch Jenn Air. It was original to the house so about 12 years old. Trying to adjust with the control knobs on this was  a major frustration and I had enough when a week ago I prepared a big Sunday meal with 4 burners going at the same time. I got on-line and found a good deal on this and purchased it straight away. It arrived last night and my husband who is a big breakfast person and everyday complained how he missed the induction we had installed it straight away. He is pretty handy but he did have some trouble installing since there is no plug in as it is wired. The wires from the old one did not match up perfectly. The controls are amazing(a huge plus from any induction I have used) and it is so quiet you will not even know it is on unless you turn it up to high. It also has a timer which is great if you are busy like us. The only reason I did not give it 5 star is because the hole for the old 36 inch is a bit bigger and I am having trouble finding a GE Trim Kit for the 36&#34; size. We did find the 30/32 inch kit on-line. It is available in black and white for about $100. It would be nice if they had it available in stainless steel as well.  Also it has a vent hood you have to attach under it and it has made the drawer where I keep all my flatware not useable. This is major since I really don't have anywhere else to put my flatware which I have a lot of. Since this was just installed and we have only used it a day I will update has need be. I am hoping after I post this that GE reaches out to me with some solutions for the issues we are having.,2016-05-11 19:26:02.000000000,2016,Positive,"GE CHP9536SJSS Cafe 36"" Gray Electric Induction Cooktop",Appliances,
B00LQDJUX8,5.0,Does not fit. Too small,The product was the incorrect size,2022-02-06 19:34:10.822000027,2022,Positive,"Whirlpool WP2218113 2218113 Door Compartment, White",None,$34.82
B07W4TFV34,5.0,Strong product,Purchase this product to lock up my cabinets at the nursing home and my refrigerator everybody here wants to know where I got them and wishes to purchase them also like this product very much but definitely purchase in the future again,2019-12-17 07:53:27.473999977,2019,Positive,"Refrigerator Lock, Fridge Lock with Keys and Padlock, Freezer Lock with Strong 3M Adhesives, Heavy-duty Aircraft Cable, provides 500lbs Resistive Force, Black Refrigerator Locks for Children",Tools & Home Improvement,
B0B1DMSL6F,5.0,Great Ice Maker,This ice maker is great and makes ice quickly.,2022-08-16 12:55:31.510999918,2022,Positive,"SYCEES Nugget Ice Maker for Countertop, 33lbs/24h, Sonic Ice Ready in 10 Mins, 5lbs Ice Storage, Self-Cleaning Function, Touch Control, Stainless Steel Pellet Ice Machine for Home Kitchen, Bar, Office",Industrial & Scientific,$249.99
B0053F7UIM,1.0,"Utter garbage, not a genuine Whirlpool part!!","Not oem part, lasted 9 months. Buy a REAL whirlpool part. This is absolute garbage, trust me.",2019-01-21 19:15:05.023999929,2019,Negative,Whirlpool 3387747 Element for Dryer,Tools & Home Improvement,
B0106TFLPS,5.0,Did the job I needed it too.,Does what it needs to,2023-03-14 12:36:46.569000006,2023,Positive,"Replacement HWF75 filter for Honeywell, Sunbeam, Holmes - Compatible w/Honeywell HCM-6009, Sunbeam SCM3609, SCM3755C, Holmes HM3500, Honeywell HC-14, Holmes HWF75, Sunbeam SCM3501, Holmes 3500",Amazon Home,$8.99
B00M10974C,5.0,Five Stars,Replaced original with perfect fit.,2016-11-23 14:47:44.000000000,2016,Positive,Frigidaire 131450300 Lint Filter Dryer,Appliances,$19.90
B00DM8M6GI,5.0,Five Stars,Great product easy to install,2017-09-29 18:24:02.854000092,2017,Positive,GENUINE Frigidaire 134144700 Suspension Spring,Appliances,$44.37
B01LYMZYOO,5.0,This is an excellent product. I did not use it for its ...,"This is an excellent product. I did not use it for its intended purpose, however, to prevent a brand new wood floor from being marred by metal, this product is perfect. I am a land surveyor and I needed to traverse through a building which was just built. My tripod has metal feet and I needed a product to help complete my task. This product was just what I needed. There were no marks and I got the job done.",2016-11-25 18:36:24.000000000,2016,Positive,"4 Pack Anti Vibration Pads for Washing Machine - Durable, Shock Absorber, Anti-slip, Anti-walk, Noise Reduction, & Anti Vibration Pads for Washer and Dryer",Appliances,
B000AST3AK,2.0,Not oem,Works but isn't OEM..and i believe bought directly from Amazon,2018-05-02 00:21:03.869999886,2018,Negative,"GE MWF Refrigerator Water Filter | Certified to Reduce Lead, Sulfur, and 50+ Other Impurities | Replace Every 6 Months for Best Results | Pack of 1",Tools & Home Improvement,$46.98
B000ML9RK6,5.0,The last step to a perfect perked cuppa,Just bought another percolator after a 30-year hiatus.  What a treat to have perked coffee again but I forgot about the sludge.  Tried different fixes every few days until finding the Melita wrap coffee filters.  Love my perked coffee in the AM.,2015-03-07 21:22:26.000000000,2015,Positive,Melitta USA Inc 627402 White Wrap Coffee Filter 40 Filters,Amazon Home,$6.25
B00G2THQLE,5.0,Easy install and works perfectly!,Easiest DYI installation ever!  My husband and I installed this in under 30 minutes and had ice within a couple of hours.  Old unit was leaking (15 year old Maytag).  Bought this as a cheaper replacement than the OEM and couldn't be happier.,2020-06-03 11:51:35.415999889,2020,Positive,ERP 4317943L Ice Maker,Tools & Home Improvement,
B07FPW5WXX,4.0,Well worth the money but get a  furniture dolly to go with it,I love this little machine it came very quickly and no dents or problems my only complaint is it is supposed to be easy to move I had to buy a dolly because I am in a wheelchair and there's no way I could move this so the advertisement was misleading but otherwise it is very good quality and works very well,2019-04-17 22:28:02.572000027,2019,Positive,"Panda Portable Compact Top Load Washer, 1.6cu.ft, PAN56MGW2, Rinse, Spin and Drain Fully Automatic Washing Machine 120V, 1.6cu.ft/11lbs Capacity",Appliances,
B0045LLC7K,5.0,Five Stars,good,2014-12-16 18:13:20.000000000,2014,Positive,"Frigidaire WF3CB Puresource3 Refrigerator Water Filter , White, 1 Count (Pack of 1)",Appliances,$47.00
B0156NIO6C,2.0,Not an OEM part,I highly doubt this is an OEM part like the description states. The original one is thick grey plastic with model numbers printed on it. This is white thin plastic with no markings at all. I paid an extra $15 to get one thinking it was OEM. It fits and works ok but I feel cheated.,2020-09-02 22:17:00.262000084,2020,Negative,FRIGIDAIRE 154568001 Spray Arm,Appliances,
B08QHQTK9M,5.0,Muy útil,Necesario,2021-06-19 04:50:20.602999926,2021,Positive,Sealegend Dryer Vent Cleaner Kit Vacuum Hose Attachment Brush Lint Remover Power Washer and Dryer Vent Vacuum Hose (V1-Blue),Appliances,
B01BRPCZKO,3.0,Worked as designed. Still having a few problems with ...,Worked as designed. Still having a few problems with it hitting parts of the inside of the washer when it first starts to spin.,2018-01-18 15:56:36.394000053,2018,Neutral,"Whirlpool W10822553 Shock Absorber, White",Tools & Home Improvement,$38.02
B07PM23B5H,5.0,This is a must have along with the ice machine,Love the ice! It is noisy but worth it,2022-03-15 20:39:25.204999924,2022,Positive,"GE Profile Opal | Side Tank Accessory for Opal Nugget Ice Maker | Easy Magnetic Attachment to Opal Ice Machine |1-Gallon Tank |Allows for 3x More Ice Before Refill | Pack of 1 |17.2""D x 7.5""W x 3.75""H",Tools & Home Improvement,$80.29
B000BPNLM8,5.0,Excellent replacement filter!,Perfect for my Broan 43000 Series hood.  Was tired of cleaning the old one which was 15 years old.  This one fits perfect and works great.  Easy to install and clean.  Highly recommended!,2022-12-06 21:07:50.371000051,2022,Positive,"Broan BP57 Aluminum Filter With Light Lens for 43000 Series Range Hood, 11-3/8 x 11-3/4-Inch",Tools & Home Improvement,$13.99
B001HSAP6S,5.0,NIce,Nice!  I couldn't find these locally for the stove I have.  Nice to be able to locate them online,2014-08-05 17:33:45.000000000,2014,Positive,"Aluminum Range Hood Filter with Light Lens - 11"" X 17"" X 1/2"" (Lens Size 6-3/4"" X 11"") Pull Tab, Center, Short Side",Amazon Home,$16.00
B00M9ICOV4,3.0,"Customer service was fantastic, they responded immediately and promptly shipped new rollers","The part number for the drum rollers are the same as the ones on my dryer, but the holes are slightly too small, they barely fit on the axles and barely if at all spin. Customer service was fantastic, they responded immediately and promptly shipped new rollers, but they had the same issue. The rest of the parts in the kit fit perfectly.",2014-09-26 18:48:42.000000000,2014,Neutral,"4392067 Dryer Repair Kit (4 Rollers, Belt, Idler Wheel, Clips, Washers)",Tools & Home Improvement,
B07QC7JRDP,5.0,Very accurate,"This is great, use it in my humidor.",2021-04-08 22:21:08.532000064,2021,Positive,Goabroa Mini Hygrometer Thermometer Digital Indoor Humidity Gauge Monitor with Temperature Meter Sensor Fahrenheit (℉),Amazon Home,$7.90
B00007E7RQ,5.0,Fit the humidifier perfectly,Easy to install,2021-02-28 02:26:12.690999985,2021,Positive,"Holmes ""B"" Humidifier Filter, HWF64",Amazon Home,$16.03
B000DLB2FI,5.0,Keurig Reusable K-cup,Keurig Reusable K-Cup came in very handy when we ran out of the different flavored K-cups and used our own coffee.,2015-09-02 23:58:53.000000000,2015,Positive,Keurig My K-Cup Reusable Coffee Filter - Old Model,Amazon Home,$19.25
B07R8DLR1M,5.0,Easy to install,Very easy to install. Very durable,2020-11-18 16:56:13.270999908,2020,Positive,"newlifeapp 241675701 Refrigerator Ice Maker Solenoid Assembly Replacement For Kenmore, Frigidaire, Westinghouse",Tools & Home Improvement,$78.95
B07DMF7964,5.0,Great product.,Great perfect fit no problem.,2020-03-15 00:05:32.066999911,2020,Positive,"OEM LG Dryer Lint Filter For LG Models DLE1001W, DLE1101W, DLE1501W, DLE4801W, DLE4870W, DLE4970W",Appliances,$29.99
B000BV6D5O,5.0,Works well and Saves time.,"I paid $4.00 for this 12 pack Mineral Absorption Pads.  That is less than about 33 cent each.  I used the mineral pad which came with my humidifier machine and used white vinegar lengthen the its use.  The idea is to use vinegar to dissolve the minerals deposited on the pad and to regenerate it.  The original pad eventually broke down after many usages.  In my experience, the pad becomes less effective after consecutive vinegar regeneration method.<br /><br />I were out of a pad and minerals deposited very quickly on the heating element of my humidifier.  I had to soak the heating element in vinegar every week for hours to loosen the mineral.  When I waited longer than a week, the deposited minerals became extremely tough to remove.  There were a lot of scrubbing.  These became very time consuming and labor intensive.  When the new pad came, I can see a huge difference.  I had been using the very first pad from the box.  It has been 2-3 weeks and there is minimal deposit on the heating element, though some.  33 cents for saving me hours of scrubbing my machine -- what an excellent time saver.<br /><br />The pad came bigger than my heating element, so I had to cut it to fit.  No big deal.  10 seconds of work.  With a 12 piece mineral pads, I expect they will last me through the next two winters.",2010-03-15 05:16:57.000000000,2010,Positive,Honeywell HMP-12P QuickSteam Mineral Absorption Pad 12 Pack,Amazon Home,$22.50
B000LRHCLW,3.0,ok,worked great,2021-01-21 18:57:59.892999887,2021,Neutral,Deflect-o CPH38W Hose Vinyl White 3x8 Inches,Tools & Home Improvement,$12.00
B007ZDYD9Y,5.0,Five Stars,"Fast shipping, accurate parts.",2015-01-22 18:05:16.000000000,2015,Positive,Honeywell HC26A 1008 Humidifier Pad (Pack of 2),Industrial & Scientific,$40.56
B07QFPKG9V,5.0,Great!,"They work great on our LG washer, we bought them to lift the washer up a bit so the pedestal will open with a low profile drain pan.",2020-09-28 18:13:13.319000006,2020,Positive,"Anti Vibration Pads with Tank Tread Grip, 4 Pads + Level - Washer & Dryer Pedestals Fit All Machines - Noise Dampening, Protects Laundry Room Floor - Anti Vibrasion Pads for Washing Machine",Tools & Home Improvement,$24.95
B09NKF9GNM,1.0,Does not lock into place,The K-Cup holder does not lock into place and comes out of the housing when you try to eject the spent K-Cup pod.<br /><br />Going back to Amazon.,2022-06-05 15:54:45.216000080,2022,Negative,"Replacement K Cup Holder Parts with Exit Needle for Keurig B40 B60 K40 k50 K10 K45 K60 K65 K70 & K-Mini, K-Café, K-Compact, K-Supreme, K-Elite, K-Slim, K-Express, K-Classic, K-Duo-2 PACK by LUXRILIX",Amazon Home,$10.47
B084Q3GX45,5.0,Won’t work,Wouldn’t fit commercial maytag,2021-07-10 23:20:48.585999966,2021,Positive,DMI For Maytag Neptune Washer Bearings Seals Kit Front Loader 12002022,Industrial & Scientific,
B01ALBMIEI,5.0,product that actually works as advertised,"it's quite a powerful little machine. I use it on an off grid solar power system and it uses very little power while doing a great job with washing. The spin basket is small though and it takes a while to spin dry all the clothes after washing them, but I don't mind much because as I get older it is harder and harder to manually wring them. I highly recommend this machine. be warned though, it doesn't hold a weeks worth of clothes. maybe a day or two at most",2019-09-11 14:01:34.990000010,2019,Positive,"Giantex Portable Mini Compact Twin Tub Washing Machine 20lbs Washer Spain Spinner Portable Washing Machine, Blue+ White",Appliances,$149.99
B01FQR5RZE,5.0,Workhorse!,"This little guy does some serious work! I bought this as a gift for my Dad's birthday. We've had no issues with our ice maker. It can sustain 4 people casually drinking from pint glasses for a night of drinking. Don't expect miracle speed out of this machine, but do expect consistent quality and icy drinks!",2018-02-14 16:29:07.431999922,2018,Positive,"Hamilton Beach PIM-1-1A Portable Ice Maker, Black with Stainless Steel",Industrial & Scientific,
B00KFPO46G,2.0,No go for us,Did not fix our problem,2019-06-17 20:32:44.742000103,2019,Negative,W10613606 Whirlpool Maytag Amana Compressor Relay Device W10613606,Tools & Home Improvement,
B078QKWDDL,5.0,Great purchase for the cost,"Just as described. Received timely. The price was great, way below Lowes and Home Depot. I usually stock up",2020-01-06 09:36:01.834000111,2020,Positive,"ICEPURE Replacement for GE MWFINT, 197D6321P006, WFC1201, GSH25JSDDSS, PSHS6PGZBESS, SGF-G9, RWF1060 Refrigerator Water Filter 2PACK",Amazon Home,$20.99
B08PYHTBDM,5.0,Good quality.,It’s the perfect size and seems to be of good quality. Comes with a stirring rod which helps make designs !! It also has a marked scale for measurement.,2021-02-27 14:23:40.476000071,2021,Positive,"Milk Frothing Pitcher,Stainless Steel Coffe Steaming Pitcher for Espresso Latte Art Creamer Pitcher with Decorative Art Pen(12 oz/350 ml)",Amazon Home,
B0053F92JC,5.0,Five Stars,👍👍👍👍,2016-12-29 16:43:18.000000000,2016,Positive,Whirlpool 8182233 Baffle for Washer,Tools & Home Improvement,$43.35
B0035RQF8G,4.0,"Good. Functional, but doesn't fit all door knobs.","Good. We've had this item for a couple of months now, and my kid still hasn't successfully opened the door- thank GOD! The only downfall is that it doesn't fit all door knobs, so I couldn't use all of them. In addition, it fits quite tight on the ones that it does which makes it hard to take off for the parent as well. lol",2017-08-11 03:09:16.884000063,2017,Positive,"Safety 1st Grip N Twist Door Knob Covers, 3 Pack",Baby,$8.91
B06XT7D93B,5.0,Simply awesome.,Almost like the factory original at a fraction of the cost..,2020-02-22 00:19:04.457999945,2020,Positive,Podoy Reusable Coffee Filter for Compatible with Keurig K-Cup My 119367 2.0 Updated Model Black Small Coffee Filter K200 K250 K300 K350 K400 K450 K460 K475 K460 K500 K550 K560 (Pack of 2),Amazon Home,$13.94
B085TRRZRB,3.0,Will work for the neptune dryer with some cutting and expanding the bolt entry,"They don't sell these for the maytag neptune dryer, which I find so dumb. I made this work for my dryer by cutting off the excess metal cap looking piece and had to slowly expand the the entry for the bolt with another bolt I had that was the same size as the dryer motor. Do this at your own risk and if you do what I did, make sure you have some sort of grease to make it easier to expand the bolt entry for the replacement part. Slow and steady will make it work. Doing a back and forth motion while it's greased up will prevent it from breaking the replacement part and will make it easy to attach it to the motor.",2021-05-30 06:10:10.102999926,2021,Neutral,8066184 Exact Fit for WHIRLPOOL DRYER MOTOR PULLEY REPLACEMENT,Tools & Home Improvement,$7.17
B0050KKD9S,5.0,Great!,Great and we are very satisfied!,2017-05-17 09:23:23.000000000,2017,Positive,Whirlpool Part Number 8535568: Link. Door Balance,None,
B000BP7MMS,3.0,USING AS REPLACEMENT FOR LITTER BOX CARBON FILTER.  SERVES MY PURPOSE!,"I purchased this to use as replacement carbon filters for my cat’s covered BoodaBox litter box because  the filters for the litter box have been discontinued. I had to cut these sheets to size, which was no problem. This carbon material is not as dense or rigid as the filters specifically made for the litter box so I had trouble pushing this material through the filter channels, but I was able to do so with the help of a tweezer however it was very time-consuming to inch the filter material through the filter channels, and the carbon particles were getting all over my floor and the litter box lid. I had trouble cleaning the carbon spots off of the lid.  The good news is that its been 3 days and this filter seems to be doing its job...no odor emanating from the litter box 👍",2018-03-21 03:13:54.322000027,2018,Neutral,"Broan-NuTone BP58 Non-Duct Charcoal Filter Pads for 43000 Series Range Hood, 7.75"" x 10.5"", Set of 3",Appliances,$13.31
B00RY76HKY,2.0,Looks good just be prepared for laud talking when you use ...,If you want a load noisy exhaust fan this is it. Looks good just be prepared for laud talking when you use the exhaust.,2018-02-22 13:48:35.022000074,2018,Negative,"CAVALIERE CAV-B02-30 30"" Wall Mounted Range Hood - LED Lighting",Appliances,
B00308VAR6,5.0,Five Stars,as listed,2016-12-22 18:44:13.000000000,2016,Positive,"Whirlpool Part Number 13005401SP: Sleeve, Can Dispenser",Tools & Home Improvement,
B001216TOW,4.0,very good item,good product but cheaper material than the original,2019-12-15 02:49:20.072000027,2019,Positive,Jenn-Air JEA7000ADBA Genuine OEM Coil Element Cartridge Assembly for Ranges,Appliances,$189.95
B083YVCZDM,5.0,Exactly what I ordered,It was everything as advertised. Saved me an appliance repair bill by the part being exact and plug and play.,2023-03-05 18:13:53.703000069,2023,Positive,"Edgewater Parts DG94-00520A Igniter Compatible With Samsung Range Fits Model# (FX5, FX7, NX58M, NX58K, NX58J, NX58H, NX58F)",Tools & Home Improvement,$29.95
B07R48P1KV,5.0,Perfect fit,Exact fit. Easy to install and remove for disposal.,2021-02-25 20:01:09.457000017,2021,Positive,"Jovitec 3 Pack Range Hood Filter 97007696 Aluminum Charcoal Combo Compatible with Broan, Kenmore, Maytag, Replace for 1172266, 41F, 5-3082, 51113711, Size 8-3/4 x 10-1/2 x 3/8 Inch",Appliances,$16.99
B0183RU1WI,5.0,Great filters,These work great so I don’t have to replace the humidifier.,2019-03-23 19:01:39.552999973,2019,Positive,"ProTec Humidifier Filter Replacement, Wicking Replacement Filter, Pack of 3 â€“ Humidifier Replacement Filter Works with Vicks Cool Mist Humidifiers and Other Models,3 Count (Pack of 1)",Health & Personal Care,$22.79
B082KG6C59,4.0,Replaced cheap kenmore burners...,I replaced the burners on my stove. It is 16 years old and one burner kept shorting out. Turns out the PLASTIC piece under the stove top that attached the power to the burner had dry rotted. These I ordered are ceramic...,2020-08-30 17:51:47.523999929,2020,Positive,KITCHEN BASICS 101 MP22YA Electric Range Burner Coil Set Replacement for Whirlpool KitchenAid Maytag - Includes 2 8-Inch MP21YA and 2 6-Inch MP15YA Burners with 4 Ceramic Plug-in Terminal Blocks,Tools & Home Improvement,$39.91
B079YBT2LJ,5.0,Where have you been all my life?,"It makes a beautiful cuppa, and I use an Espresso grind.<br /><br />100 cups, to date and it works as new.<br /><br />Tremendous value for money!",2019-09-12 13:21:16.562000036,2019,Positive,"Fellow Prismo Attachment for AeroPress Coffee Maker - Enhance Your Manual Coffee Maker to Brew Espresso-Style and No-Drip Immersion Coffees, Reusable Metal Filter",Amazon Home,$25.00
B01FF4ASTS,5.0,EASY to Install,"Perfect for the dryer, easy to install.  Fits perfectly.",2018-10-07 15:48:17.164999962,2018,Positive,Cinch Lux Dryer Duct Connector - DIY Easy Dryer Vent Hookup Kit - by Ziggurat Products,Tools & Home Improvement,$42.99
B00597PE2I,5.0,Recommended by Honeywell,It's heating season which means lower humidity in the house. I purchased two Honeywell humidifiers and they recommended using this product. I'm hoping it helps the wicking filters last longer. Just drop them in the tank and let them do their job. Supposedly last a month but the probably depends on how much water goes through the humidifier.,2022-11-17 20:44:56.181999922,2022,Positive,Humidifier Treatment Continuous Cleaning Cartridge,Amazon Home,$11.79
